train_id,text,C0027497:Übelkeit,C0011991:Diarrhöe,C0015672:Erschöpfung,C0042963:Erbrechen,C0003123:Anorexie,C0018681:Kopfschmerzen,C0015967:Fieber,C0206062:Interstitielle Lungenerkrankung,C0023895:Leberschädigung,C0012833:Drehschwindel,C0030193:Schmerz,C0002170:Alopezie,C0004096:Analgetisches Asthma-Syndrom,C0022658:Nierenerkrankung,C0020517:Hypersensibilität,C0917801:Insomnie,C0009806:Constipation,C0005956:Knochenmarkerkrankung,C0000737:Bauchschmerzen,C0010692:Hämorrhagische Zystitis,C0015230:Ausschlag,C0149745:Stomatitis
6867.0,"<user_name> Wenn Sie EKG-Befunde haben, sollten Sie Amiodaron nehmen. Ich wurde vor zwei Jahren mit einer akuten Herzinsuffizienz ins Krankenhaus eingeliefert. Seitdem war ich anderthalb Jahre lang im Krankenhaus, aber jedes Mal wurde ich nachuntersucht.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825.0,Morbus Crohn] Prävalenzalter: relativ milde Erkrankung in jüngeren Altersgruppen. Steroide und Infliximab sind bereits im Frühstadium wirksam. Sekundäres Risiko der Entwicklung von Mykoplasmen-Pneumonie und Hepatitis Typ 2 ist erhöht. Bei kombinierter Anwendung mit denselben Arzneimitteln sind die Antikörperspiegel im Blut aufgrund von Nebenwirkungen höher.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163.0,"(Multiples Myelom) Bevorzugte Stellen sind Haut, Epithel und Knochenmarkfasern. Die Tumoren sind mild, aber die erste Wahl bei der Ehçet-Krankheit ist die aseptische Meningitis. Akute Transformation ist bei chronischer Leukämie. Kortikosteroide und Cyclofo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.0,"#Ich bekomme intravenöse Steroide wegen plötzlichem Hörverlust, aber dank Ihnen scheine ich bis zum Morgen schlafen zu können. Die Schmerzen haben nachgelassen, nachdem ich die Medikamente schnell eingenommen habe, aber ich habe immer noch Tinnitus und Unbehagen, und es geht nicht weg, egal wie oft ich es versuche.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9354.0,"<user_name> Ich nehme jetzt Prednison und es beruhigt mich! Aber ich nehme es immer noch, weil ich gegen Mesalazin allergisch bin. Die Nebenwirkungen des Medikaments sind also hart, und als ich heute Morgen aufgewacht bin, konnte ich die linke Seite meines rechten Auges nicht so weit öffnen wie sonst.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2306.0,"<user_name> Freut mich, ich hatte auch starke Bauchschmerzen, als ich anfing Mesalazin zu nehmen. Ich erinnere mich, als das Medikament nicht passte und ich den Durchfall nicht stoppen konnte, wurde mir ein Darm-Präparat verschrieben!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5491.0,"<user_name> Colitis ulcerosa, ich nehme Mesalazin (Lialda Mya) und ich werde es meinem Arzt sagen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278.0,"Ich habe seit heute Morgen Fieber. Antibiotika haben das Fieber gesenkt, aber die Ohrenschmerzen scheinen nicht wegzugehen. Ich denke, ich werde heute ins Krankenhaus gehen... <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993.0,"<user_name> Schön, Sie kennenzulernen. Danke, dass Sie mir folgen Ich habe auch Colitis ulcerosa vor einem Jahr entwickelt und werde jetzt mit einem Medikament namens Mesalazin behandelt, aber als ich es abgesetzt habe, haben meine Symptome dramatisch nachgelassen! Ich weiß nicht, ob Sie irgendwelche Fragen haben über...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822.0,"<user_name> Ich hatte auch Übelkeit/Kopfschmerzen mit Cisplatin, aber die Übelkeit durch die Krebsbehandlung schien stärker zu sein. Jetzt nehme ich keine Medikamente! Ich hasse es, weil ich Angst vor den Nebenwirkungen habe, aber ich werde mein Bestes tun, um sie zu nehmen.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036.0,"<user_name> Ich habe angefangen, Nebenwirkungen mit Mesalazin zu haben, also kein Asacol mehr! Früher habe ich Prednison genommen, wenn ich Enteritis hatte, aber jetzt nicht mehr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9398.0,"<user_name> Wenn Antibiotika und Co. nicht helfen, solltest du vielleicht deine Medikamente wechseln! Wenn du wunde Mandeln hast, geh zu einem HNO-Arzt und ich bin sicher, sie werden dich sofort untersuchen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813.0,"<user_name> Ich habe Colitis ulcerosa, aber ich hatte Remissionen mit Mesalazin und Pentasa, Penis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138.0,Teufelskreis der Anti-Ulkus-Medikamente] Rheuma ⇒ Steroide ⇒ erhöhter Blutdruck ⇒ blutdrucksenkende Medikamente (schneller Puls und Unruhe) ⇒ Angstzustände ⇒ angstlösende Medikamente (fördern den Zuckerstoffwechsel) ⇒ Diabetes ⇒ beeinträchtigter Blutfluss ⇒ Verschlimmerung des Rheumas ⇒ entzündungshemmende Schmerzmittel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.0,"<user_name> Ich hatte auch Kopfschmerzen, aber Aspirin Schmerztabletten geholfen. Der Schmerz ist viel besser Take care!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4738.0,"Minozykline und Inhibitoren, welche Beweise gibt es für ihre Wirksamkeit bei der Behandlung der atopischen Dermatitis? - Einzelpersonen - ifero Medical Journal. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6856.0,"Drei Tage seit Beginn der Symptome, immer noch kein Fieber oder Husten, guter Appetit, also behalten wir ihn mit Steroiden und Magenmitteln im Auge. Letzte Nacht hatte sie ein wenig Bauchweh und hatte starke Schmerzen... Heute Morgen hat es sich beruhigt <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5425.0,"<user_name> Ich bin auf Anti-Tuberkulose-Medikamente und ich scheine eine anhaltende Erkältung zu haben. Und ich hatte einen positiven C-Test, aber ich bin in einer Situation, in der ich auch negativ für Corona bin, und ich kann die Möglichkeit anderer Infektionen nicht ausschließen, lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105.0,"Ich hatte nach meinem Bad ein Ekzem, aber ich habe Steroide darauf gegeben und es ging sofort weg. Sie sagen also, dass meine Haut schwach ist...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029.0,Koffein wird in den Leitlinien zur Diagnose und Behandlung von Asthma durch Aspirin mit einem hohen Risiko für Magen-Darm-Probleme in Verbindung gebracht. <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230.0,"Nebenwirkungen von Methotrexat? Ich habe Mundgeschwüre und geschwollenes Zahnfleisch, und ich glaube nicht, dass die Schmerzmittel helfen...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8521.0,"<user_name> Ich frage mich, ob dieses Medikament nicht sehr gut für meine atopische Dermatitis ist... Ich hoffe, der Arzt kann mir eine richtige Diagnose stellen! <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027.0,"Nach einem Bad oder so geht es mir etwas besser, aber ich fühle mich irgendwie schwach wegen der Nebenwirkungen von Cisplatin? Ich fühle mich ein bisschen schwach.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281.0,"Azathioprin ist bei Neuromyelitis optica kontraindiziert! * Osteonekrose des Oberschenkelkopfes bei Japanern, Alter bei Beginn: weiblich 8.940 Jahre (männlich)<url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655.0,"Azathioprin (Imuran) Nebenwirkungen, Leberfunktionsstörung, Glaukom, kontraindiziert über 30, Bluthochdruck, chronische Herzinsuffizienz, Harnausscheidung wird leicht gehemmt, vermehrtes Schwitzen aufgrund einer eingeschränkten Nierenfunktion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8954.0,"Ich danke Ihnen für Ihre harte Arbeit! Die Schwellung meiner Augenlider und der Nase beim Aufwachen am Morgen ist zurückgegangen. Ich wusste, dass Allergie-Medikamente Steroide sind, richtig? #Heuschnupfen #Ich muss ins Krankenhaus <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.0,"<user_name> Minocyclin ist ein Medikament, das Entzündungen und Neuropathie reduziert, so dass es unwahrscheinlich ist, dass es die Nebenwirkungen Schwindel und Übelkeit verursacht. Ich hatte eine symptomatische Linderung innerhalb einer Woche nach der Einnahme!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139.0,"<user_name> Kontrastmittel C ist heiß, weißt du. Ich habe es selbst erlebt... Ich weiß, dass es schmerzhaft und unangenehm sein kann.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3740.0,"<user_name> Bitte passen Sie auf sich auf. Bei mir begann der plötzliche Hörverlust im März letzten Jahres. Damals suchte ich die Abteilung für innere Medizin des Krankenhauses auf, in das ich eingeliefert wurde, und wurde mit Steroiden behandelt, weil die Medikamente nicht wirkten. Seitdem ist er geheilt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384.0,"Isoniazid, Medikament gegen Tuberkulose, Nebenwirkungen sind Leberschäden.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904.0,"<user_name> Ich hatte Magengeschwüre und Verdauungsbeschwerden mit Cisplatin... Ich war vor etwa fünf Jahren wegen eines Darmverschlusses im Krankenhaus, vielleicht haben die Krebsmedikamente also geholfen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782.0,"Seit zwei Wochen habe ich meine Methotrexat-Dosis um 1 mg reduziert, und gestern hatte ich starke Kopfschmerzen und bin nachts alle drei Stunden aufgewacht, so dass ich mich fragte, ob es mir heute Morgen gut gehen würde? Ich bin mit dem Gedanken ins Bett gegangen! Ich muss mit den Medikamenten, die ich vor dem Mittagessen nehme, vorsichtig sein!!! #rheumatoide arthritis",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687.0,"<user_name> Ich nehme Methotrexat, also ist es vielleicht einfacher, Antikörper aufzubauen, aber sie sagten, die erste Impfung kann sehr schmerzhaft sein... Ich frage mich, ob es nach der Impfung weh tut? Das wäre besser gewesen. lol",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8155.0,"<user_name> Danke, ich habe angefangen, die Tabletten zu nehmen, weil ich denke, dass das Methotrexat mein Immunsystem schwächt. Bis jetzt hatte ich noch keine Nebenwirkungen, ich hatte schlimme Kopfschmerzen und Übelkeit, aber ich scheine durchzuhalten!",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702.0,"<user_name> Ich habe das gleiche Gefühl wie beim ersten Mal, als ich fiebersenkende Mittel gegen Fieber und Kopfschmerzen nahm. (Aspirin Asthma)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8286.0,"Cisplatin, Kampf gegen Übelkeit durch Nebenwirkungen von Krebsmedikamenten. #eing #Fragebox <url>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161.0,"<user_name> Danke - ich habe eine Antibiotika-Spritze bekommen und die Schmerzen sind jetzt viel besser, also geht es mir jetzt gut! Dem Himmel sei Dank.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112.0,"[Generischer Name] Ethambutol [Markenname] Ethambutol [Medikamentenklassifikation] Antituberkulosemittel [Dosierung] 0,75 g [Indikation] Lungentuberkulose [Nebenwirkungen] Sehstörungen [Pharmakologie] Hemmung der Nukleinsäuresynthese ''[Generischer Name] Isoniazid [Markenname] Iscotin [Medikamentenklassifikation] Antituberkulosemittel [Dosierung] 200 mg [Indikation] Lungentuberkulose [Nebenwirkungen] Periphere Neuropathie [Pharmakologie] Hemmung der Mykolsäure-Synthese.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878.0,"<user_name> Minocyclin scheint auch entzündungshemmende Wirkungen zu haben, ich habe mich gefragt, ob sie es für chronisches Müdigkeitssyndrom oder so verwenden... Aber wenn du dir Sorgen über Nebenwirkungen machst, könnte es einen Versuch wert sein.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237.0,"<user_name> Mesalazin ist ein ziemlich bitteres Bild. Ich habe keine Magenschmerzen, also habe ich kein Problem damit, es zu essen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151.0,"<user_name> Geht es Ihnen gut? Ich denke, Sie werden sich nach der Einnahme von Antibiotika schnell erholen, aber bitte nehmen Sie es nicht zu schwer. Ich glaube nicht, dass Sie Fieber haben, also ruhen Sie sich bitte aus.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6785.0,"<user_name> Ich mag Kontrastmittel wirklich nicht, wenn sie in meinen Körper gelangen. Ich hatte einmal eine Allergie gegen ein C-Kontrastmittel. Ich habe damals mit den Krankenschwestern und dem Personal gesprochen und sie sagten, es sei in Ordnung, aber es war trotzdem sehr schmerzhaft, die Nebenwirkungen zu spüren.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2277.0,"<user_name> Methotrexat ist wirksam bei der Verringerung von Schwellungen und Entzündungen in den Gelenken und scheint bei chronischen Schmerzen zu helfen. Es ist ein Medikament, das zur Schmerzlinderung bei Patienten mit rheumatoider Arthritis eingesetzt wird.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608.0,"Guten Morgen, ich war gestern im Krankenhaus. Die Ergebnisse der Untersuchung waren... #Gichtanfall Tag 158 #Erreicht 55 Tage Nüchternheit #Sobriety 8/14 - Trinken #Febrik Tag 103 #Colchicine Tag 101#.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,"Interstitielle Lungenentzündung ist eine Nebenwirkung von Azathioprin. Es werden Steroide und Immunsuppressiva eingesetzt, doch ist Vorsicht geboten, da die Krankheit bei falscher Behandlung leicht wieder aufflammen kann.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9847.0,"<user_name> Ah, ich frage mich also, wie Amiodaron verschrieben wird. Ich weiß, dass einige Medikamente wirksam sein können, wenn sie bei niedrigem Blutdruck verabreicht werden, wie zum Beispiel bei einem Herzinfarkt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614.0,"<user_name> Ich nehme drei Tabletten auf einmal, das Colchicin hat bei mir nicht gewirkt - ich glaube vor etwa zwei Monaten? Ich hatte Durchfall und etwas Übelkeit... Ich werde das nächste Mal mit ihr darüber sprechen!",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.0,"Morbus Crohn] Prävalentes Alter: junge Menschen Übergewicht, Rauchen, Alkohol (über 30), Tuberkulose, Gicht Symptomatische Manifestationen schwerer Organschäden können auf eine Vielzahl von Ursachen zurückzuführen sein. Anti-α-Antikörper positiv Frühzeitige Induktion einer Remission durch Steroidbehandlung und intravenöses Immunglobulin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502.0,Mesalazin magensaftresistente Tabletten 500 mg zweimal täglich #Ulcerative Colitis #Crohn-Krankheit <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947.0,"<user_name> Eine Nebenwirkung von Mesalazin ist Colitis ulcerosa, die ich seit etwa fünf Jahren mit Medikamenten behandle. Steroide sollen unwirksam sein, aber nach der Einnahme von Prednison habe ich wieder Appetit bekommen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169.0,<user_name> Wie geht es Ihnen? Ich werde mit einer Kombination aus Cisplatin + Atorvastatin behandelt und meine Haarausfall-Symptome haben sich bei leichten Symptomen verbessert! Hat sich Ihr Nebenwirkungsausschlag auch gebessert? Bitte passen Sie gut auf sich auf.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5800.0,"<user_name> Danke. Es heißt, dass die seborrhoische Dermatitis durch einen anormalen Fettstoffwechsel verursacht wird, weil die Hormone der Mutter in den ersten Lebensmonaten eine erhöhte Talgproduktion verursachen. Wenn es sich um eine Entzündung handelt, sollten Sie Steroide verwenden, um die Entzündung zu reduzieren, und die schorfigen Stellen nicht reiben, sondern mit Feuchtigkeitscremes und Ölen aufweichen und dann shampoonieren usw.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8839.0,"Ich habe ein Kontrastmittel bekommen. Ich bin ins Labor gegangen, weil mir übel war und ich das Gefühl hatte, mich übergeben zu müssen, aber ich wusste, dass es eine Gastritis war. Ich habe herausgefunden, dass sie Polypen im Darm hat und dass das die Ursache ist, aber ich frage mich, ob ich sie operieren soll. Ich werde sie nächsten Monat wieder ins Krankenhaus bringen [Hepatisches Hämangiosarkom] in Verbindung mit Trotrast (Röntgenkontrastmittel) und Vinylchlorid-Exposition.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380.0,"<user_name> Ich empfehle die Einnahme von Metformin nach den Mahlzeiten! Ich überlege, es an einem anderen Tag zu versuchen, zum Beispiel wenn ich Bauchschmerzen habe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7537.0,"202105: Minocyclin ist ein freiverkäufliches Arzneimittel (was nicht behauptet wird), aber zu den Nebenwirkungen können Übelkeit, Erbrechen und psychoneurotische Symptome gehören.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257.0,Eine der häufigsten Nebenwirkungen der Wechselwirkungen zwischen #Minocyclin und #Loxonin war Colitis ulcerosa. Sie ist gekennzeichnet durch <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5698.0,"Ich mache mir Sorgen wegen der Nebenwirkungen von Mesalazin, aber ich hoffe, dass dies sie beruhigen wird. .... #UlcerativeColitis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308.0,"Es gibt viele Nebenwirkungen von Steroiden... ♪ Ich hatte einen Husten, der nicht aufhören wollte, und ich konnte seit etwa März letzten Jahres nicht mehr atmen. Ich habe meine Medikamente gewechselt, und der Husten war innerhalb von zwei Tagen weg! Bedeutet das, dass es bei meinem Asthma geholfen hat?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917.0,"<user_name> Ich habe einen Ausschlag durch Steroid-Medikamente. Das klingt, als solltest du mit deinem Arzt sprechen und um ein Rezept für eine Salbe bitten!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7134.0,"Man sagte mir, ich solle es mit einer Mesalazin-Injektion versuchen, aber man sagte mir, ich solle es absetzen, weil es meine unteren Beschwerden verschlimmern würde, und verschrieb es mir erneut. Welches Medikament ist Ihrer Meinung nach das wirksamste? Die Nebenwirkungen machen mir immer mehr zu schaffen. ......",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6554.0,"<user_name> Ich weiß, dass Cyclosporin ein Medikament ist, das Nierenschäden verursachen kann. Wenn ich schlechte Nierenwerte habe, kann ich dann keinen Nutzen aus dem verordneten Prednison ziehen, oder werden mein Urinprotein, mein Blutzucker usw. ansteigen?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740.0,"Meine Hände zittern heute wie verrückt, weil ich gemerkt habe, dass ich heute Morgen vergessen habe, mein Mesalazin einzunehmen, ich habe eine Pille genommen und ich habe überhaupt keine Wirkung gespürt. #UlcerativeColitis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3392.0,"Heute ist der Methotrexat-Tag! Seit gestern fühle ich mich stärker, und heute Morgen ist mir auch übel und schwindlig, aber ich glaube, das Medikament wirkt.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5945.0,Azathioprin wird wegen seiner im Vergleich zu Mercaptopurin präventiven Wirkung auf gastrointestinale und gynäkologische Störungen des Dünndarms bei Patienten mit Colitis ulcerosa mit Vorsicht angewendet. #Matto's richtige Potenzierungsaufzeichnung.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3927.0,"(Neurologie) C, Polymyositis ist die Haupttodesursache; die Prognose ist gut, wenn sie innerhalb eines Jahres behandelt wird, aber Rückfälle sind selten. Die Sterblichkeitsrate kann gesenkt werden, wenn der Blutzuckerspiegel mit oralen Steroiden und Cyclophosphamid bis zu einem gewissen Grad gesenkt wird. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715.0,"<user_name> Die Nebenwirkungen von Cisplatin könnten Übelkeit und gesteigerter Appetit sein, in meinem Fall hatte ich einen lockeren Magen und Verstopfung, die schmerzhaft schien, aber ich bin froh, Ihnen zu helfen, etwas Erleichterung zu haben.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7620.0,Hohe Blutspiegel von Neoral (Cyclosporin) verstärken die immunsuppressive Wirkung. Dies hängt auch mit der Nierenfunktionsstörung #Matteos korrekte Potenzierung zusammen.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9465.0,"Behandlung der Colitis ulcerosa (C), Steroide, Immunsuppressiva und Infliximab. Patienten, die sie einnehmen, sind anfällig für Myasthenia gravis. #jsa70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444.0,"Seien Sie vorsichtig, wenn Sie Katarakte oder Glaukom als Nebenwirkungen von Azathioprin (Imuran, Azanin) haben. Sie sollten eine verrückte Menge an Forschung betreiben! <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7846.0,"Neoral (Cyclosporin) Nebenwirkungen: Hypertrichose, Zahnfleischwucherung, Hautrötung. Die Kombination der beiden Wirkstoffe kann zu einer erheblichen Verschlechterung der Nierenfunktion und Hypotonie führen. Behandlung: Steroid-Augentropfen, orale antiallergische Medikamente.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457.0,[Generischer Name] Cyclophosphamid [Handelsname] Nephrotisches Syndrom [Wirkstoffklasse] Antitumormittel [Dosierung] 10 mg [Indikation] akute Leukämie [Nebenwirkungen] hämorrhagische Zystitis [Pharmakologie] synthetische Hemmung.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391.0,"Das Antibiotikum namens Minocyclin ist gestern ausgelaufen und ich fühle mich heute übel und träge, aber bis jetzt geht es mir gut. Und die Nebenwirkungen scheinen mich nicht zu beunruhigen!!! #Dermatitis <url>",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818.0,"Es ist einen Monat her, dass ich Cisplatin bekommen habe. Sie hat Übelkeit und Appetitlosigkeit, fühlt sich aber ein wenig ruhiger...",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
